date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:11	36/36	------	200	untouched ('OK')	text/plain	date:Sat,%2009%20Mar%202013%2004:49:51%20GMT	http://www.domerama.com/robots.txt		(from )
18:25:11	113811/113811	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Jul%202022%2015:44:22%20GMT	http://www.domerama.com/	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/index.html	(from )
18:25:12	42/42	------	200	untouched ('')	text/plain	date:Mon,%2011%20Jul%202022%2015:44:25%20GMT	http://www.domerama.com/xmlrpc.php	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/xmlrpc.php	(from http://www.domerama.com/)
18:25:12	894/894	------	200	untouched ('')	image/x-icon	date:Tue,%2008%20Jan%202013%2016:46:44%20GMT	http://www.domerama.com/wp-content/uploads/2012/07/favicon3.ico	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/07/favicon3.ico	(from http://www.domerama.com/)
18:25:12	5188/5188	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2019:48:17%20GMT	http://www.domerama.com/wp-content/uploads/2012/12/h_yurt.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/12/h_yurt.jpg	(from http://www.domerama.com/)
18:25:12	133048/133048	------	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202013%2020:23:54%20GMT	http://www.domerama.com/feed/	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/feed/index.html	(from http://www.domerama.com/)
18:25:12	2192/2192	------	200	untouched ('')	text/xml	date:Wed,%2017%20Jul%202013%2004:08:18%20GMT	http://www.domerama.com/comments/feed/	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/comments/feed/index.html	(from http://www.domerama.com/)
18:25:12	387/387	------	200	untouched ('OK')	text/css	date:Tue,%2022%20Oct%202013%2013:40:10%20GMT	http://www.domerama.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_gallery_display/static/nextgen_gallery_related_images.css?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_gallery_display/static/nextgen_gallery_related_imagesa7a0.css	(from http://www.domerama.com/)
18:25:12	5949/5949	------	200	untouched ('OK')	text/css	date:Tue,%2030%20Apr%202013%2000:10:49%20GMT	http://www.domerama.com/wp-content/plugins/sociable/css/sociable.css?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/sociable/css/sociablea7a0.css	(from http://www.domerama.com/)
18:25:12	933/933	------	200	untouched ('OK')	text/css	date:Tue,%2022%20Oct%202013%2013:40:07%20GMT	http://www.domerama.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=3.5.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/contact-form-7/includes/css/styles1aae.css	(from http://www.domerama.com/)
18:25:12	2826/2826	------	200	untouched ('OK')	text/css	date:Sun,%2010%20Feb%202013%2017:39:56%20GMT	http://www.domerama.com/wp-content/plugins/wp-polls/polls-css.css?ver=2.63	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-polls/polls-css4d49.css	(from http://www.domerama.com/)
18:25:12	76861/76861	------	200	untouched ('OK')	text/css	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/style.css?ver=4.4.7	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/style946e.css	(from http://www.domerama.com/)
18:25:12	10109/10109	------	200	untouched ('OK')	text/css	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin946e.css	(from http://www.domerama.com/)
18:25:12	4768/4768	------	200	untouched ('OK')	text/css	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/rounded-corners.css?ver=4.4.7	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/rounded-corners946e.css	(from http://www.domerama.com/)
18:25:12	29960/29960	------	200	untouched ('OK')	text/css	date:Mon,%2011%20Jul%202022%2015:44:31%20GMT	http://www.domerama.com/?ver=4.4.7&suffusion-css=css	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/indexe6f6.html	(from http://www.domerama.com/)
18:25:12	1601/1601	------	200	untouched ('OK')	text/css	date:Tue,%2022%20Jan%202013%2003:09:55%20GMT	http://www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/css/scrollGallery.css?ver=1.8.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/css/scrollGalleryc245.css	(from http://www.domerama.com/)
18:25:12	426/426	------	200	untouched ('OK')	text/css	date:Tue,%2022%20Jan%202013%2003:09:55%20GMT	http://www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/css/scrollGallery_noDesign.css?ver=1.8.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/css/scrollGallery_noDesignc245.css	(from http://www.domerama.com/)
18:25:12	324/324	------	200	untouched ('OK')	text/css	date:Tue,%2022%20Jan%202013%2014:57:13%20GMT	http://www.domerama.com/wp-content/plugins/wp-click-info/wp-click-info.css?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-click-info/wp-click-infoa7a0.css	(from http://www.domerama.com/)
18:25:12	20275/20275	------	200	untouched ('OK')	text/css	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/wp-ui.css?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/wp-uia7a0.css	(from http://www.domerama.com/)
18:25:12	11556/11556	------	200	untouched ('OK')	text/css	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/wpui-light.css?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/wpui-lighta7a0.css	(from http://www.domerama.com/)
18:25:12	112293/112293	------	200	untouched ('OK')	text/css	date:Mon,%2011%20Jul%202022%2015:44:33%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/css.php?styles=wpui-light%7Cwpui-blue%7Cwpui-red%7Cwpui-green%7Cwpui-dark%7Cwpui-quark%7Cwpui-alma%7Cwpui-macish%7Cwpui-redmond%7Cwpui-sevin&ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/css6557.css	(from http://www.domerama.com/)
18:25:12	93085/93085	------	200	untouched ('')	application/javascript	date:Tue,%2022%20Oct%202013%2013:40:35%20GMT	http://www.domerama.com/wp-includes/js/jquery/jquery.js?ver=1.10.2	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/jquery3e5a.js	(from http://www.domerama.com/)
18:25:12	7200/7200	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/jquery-migrate.min1576.js	(from http://www.domerama.com/)
18:25:12	33/33	------	200	untouched ('')	application/javascript	date:Tue,%2022%20Oct%202013%2013:40:09%20GMT	http://www.domerama.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/ajax/static/ajax.js?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/ajax/static/ajaxa7a0.js	(from http://www.domerama.com/)
18:25:12	1959/1959	------	200	untouched ('')	application/javascript	date:Tue,%2030%20Apr%202013%2000:10:49%20GMT	http://www.domerama.com/wp-content/plugins/sociable/js/sociable.js?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/sociable/js/sociablea7a0.js	(from http://www.domerama.com/)
18:25:12	370/370	------	200	untouched ('')	application/javascript	date:Tue,%2030%20Apr%202013%2000:10:49%20GMT	http://www.domerama.com/wp-content/plugins/sociable/js/vuible.js?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/sociable/js/vuiblea7a0.js	(from http://www.domerama.com/)
18:25:12	602/602	------	200	untouched ('')	application/javascript	date:Tue,%2030%20Apr%202013%2000:10:49%20GMT	http://www.domerama.com/wp-content/plugins/sociable/js/addtofavorites.js?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/sociable/js/addtofavoritesa7a0.js	(from http://www.domerama.com/)
18:25:12	33979/33979	------	200	untouched ('')	application/javascript	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/scripts/suffusion.js?ver=4.4.7	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/scripts/suffusion946e.js	(from http://www.domerama.com/)
18:25:12	4289/4289	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.core.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.core.mindb08.js	(from http://www.domerama.com/)
18:25:12	6488/6488	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.widget.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.widget.mindb08.js	(from http://www.domerama.com/)
18:25:12	11591/11591	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.tabs.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.tabs.mindb08.js	(from http://www.domerama.com/)
18:25:12	8368/8368	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.accordion.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.accordion.mindb08.js	(from http://www.domerama.com/)
18:25:12	2841/2841	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.mouse.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.mouse.mindb08.js	(from http://www.domerama.com/)
18:25:12	17273/17273	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.resizable.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.resizable.mindb08.js	(from http://www.domerama.com/)
18:25:12	18559/18559	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.draggable.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.draggable.mindb08.js	(from http://www.domerama.com/)
18:25:12	7143/7143	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.button.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.button.mindb08.js	(from http://www.domerama.com/)
18:25:12	6273/6273	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.position.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.position.mindb08.js	(from http://www.domerama.com/)
18:25:12	11185/11185	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.dialog.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.dialog.mindb08.js	(from http://www.domerama.com/)
18:25:12	24178/24178	------	200	untouched ('')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.sortable.min.js?ver=1.10.3	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/jquery/ui/jquery.ui.sortable.mindb08.js	(from http://www.domerama.com/)
18:25:12	20/20	------	200	untouched ('')	text/javascript	date:Mon,%2011%20Jul%202022%2015:44:54%20GMT	http://www.domerama.com/?wpui-script=before&ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/index56aa.html	(from http://www.domerama.com/)
18:25:12	27855/27855	------	200	untouched ('')	application/javascript	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/js/wp-ui.js?ver=0.8.8	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/js/wp-ui6f86.js	(from http://www.domerama.com/)
18:25:12	88540/88540	------	200	untouched ('')	application/javascript	date:Tue,%2022%20Jan%202013%2003:09:55%20GMT	http://www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/js/mootools-core-1.3.2-full-compat.js?ver=1.3.2	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/js/mootools-core-1.3.2-full-compat9e1e.js	(from http://www.domerama.com/)
18:25:12	12115/12115	------	200	untouched ('')	application/javascript	date:Tue,%2022%20Jan%202013%2003:09:55%20GMT	http://www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/js/scrollGallery.js?ver=1.12	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/js/scrollGallery2f3e.js	(from http://www.domerama.com/)
18:25:12	4656/4656	------	200	untouched ('')	application/javascript	date:Tue,%2022%20Jan%202013%2003:09:55%20GMT	http://www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/js/powertools-mobile-1.1.1.js?ver=1.1.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/js/powertools-mobile-1.1.1c64e.js	(from http://www.domerama.com/)
18:25:12	2941/2941	------	200	untouched ('OK')	text/html	date:Mon,%2011%20Jul%202022%2015:44:56%20GMT	http://www.domerama.com/wp-content/plugins/wp-click-info/wp-click-info.js.php?ver=1.0	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-click-info/wp-click-info.js5152.html	(from http://www.domerama.com/)
18:25:12	733/733	------	200	untouched ('')	text/xml	date:Mon,%2011%20Jul%202022%2015:44:57%20GMT	http://www.domerama.com/xmlrpc.php?rsd	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/xmlrpc0db0.php	(from http://www.domerama.com/)
18:25:12	226/226	------	200	untouched ('Not%20Acceptable')	text/html	date:Mon,%2011%20Jul%202022%2015:44:59%20GMT	http://www.domerama.com/wp-includes/wlwmanifest.xml	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/wlwmanifest.html	(from http://www.domerama.com/)
18:25:12	53389/53389	------	200	untouched ('')	text/javascript	etag:%22097407442e59a691%22	http://apis.google.com/js/plusone.js	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/apis.google.com/js/plusone.js	(from http://www.domerama.com/)
